archivo,motor,temp_min_C,temp_media_C,temp_max_C,puentes,zonas_frias
dfa893_AL LADO DE EAJ02-FLIR1818.jpg,FLIR,20.106645584106445,26.261493682861328,27.998807907104492,23,6
